item_id,num_users,avg_dur,score,title,genres,content_type,release_year
4167,6,94.5,567.0,Задумчивая курица. Новая Каледония,документальное,film,2020.0
8126,6,94.5,567.0,Мир будущего,"боевики, зарубежные, фантастика, триллеры",film,2017.0
8002,7,81.0,567.0,Содержанки 3 сезон. Что осталось за кадром,документальное,film,2021.0
672,6,94.33333333333333,566.0,"Думай, как мужчина 2","мелодрамы, комедии",film,2014.0
5806,6,94.33333333333333,566.0,Плохие парни 2,"боевики, триллеры, криминал, комедии",film,2003.0
15076,6,94.33333333333333,566.0,Бладфест,"зарубежные, ужасы, комедии",film,2018.0
9929,6,94.33333333333333,566.0,Дважды два,"мелодрамы, комедии",film,2020.0
11246,6,94.33333333333333,566.0,Сокровища планеты. Канадский Арктический архипелаг. Земля обитаемая,документальное,film,2018.0
4968,6,94.33333333333333,566.0,Африканские слоны. Южная Африка,документальное,film,2020.0
12507,6,94.16666666666667,565.0,Путь воина,"боевики, зарубежные, фэнтези, вестерн",film,2010.0
5730,6,94.16666666666667,565.0,Волки,"драмы, зарубежные, спорт",film,2016.0
10456,6,94.0,564.0,Дыра,короткий метр,film,2014.0
15066,7,80.57142857142857,564.0,Дочки-матери,для взрослых,film,2015.0
13244,6,93.83333333333333,563.0,Детские игры,"фантастика, ужасы",film,2019.0
6687,6,93.83333333333333,563.0,Золотые пески Анапы,"русские, для детей, короткометражные, документальное, семейное",film,2013.0
4377,6,93.83333333333333,563.0,"Арктический ""бородач"", морозостойкий вид. Арктика",документальное,film,2020.0
11397,8,70.375,563.0,Исчезающая,"драмы, мистика, детективы",series,2017.0
10980,7,80.42857142857143,563.0,Время дочерей,"русские, мелодрамы",series,2013.0
3409,6,93.83333333333333,563.0,Большой вальс,"драмы, мюзиклы, биография, мелодрамы",film,1938.0
5286,6,93.83333333333333,563.0,Стартрек_11 (2009),"боевики, фантастика, приключения",film,2009.0
13112,7,80.28571428571429,562.0,Противостояние гигантам,"драмы, спорт, фэнтези",film,2006.0
5583,6,93.66666666666667,562.0,"Здравствуй, папа, Новый год! 2",комедии,film,2017.0
10069,7,80.28571428571429,562.0,Sex Doll,"драмы, зарубежные, триллеры, мелодрамы",film,2016.0
11748,6,93.5,561.0,Последняя двойка,"драмы, приключения",film,1977.0
9920,6,93.33333333333333,560.0,Полуночный экспресс,"биография, криминал, драмы, зарубежные, триллеры",film,1978.0
3855,6,93.33333333333333,560.0,Особый парень: Тупой супергерой,"драмы, зарубежные, фантастика, комедии",film,2006.0
9739,7,79.85714285714286,559.0,В – как в слове «вонзаться»,драмы,film,2013.0
11289,6,93.16666666666667,559.0,"Чёрный, чёрный человек","драмы, криминал",film,2019.0
1713,6,93.16666666666667,559.0,Barbie Dreamtopia: Радужная бухта,"детские, зарубежные, приключения",film,2016.0
99,6,93.16666666666667,559.0,Рекрут,"детективы, драмы, зарубежные, триллеры, боевики",film,2003.0
15398,6,93.16666666666667,559.0,Саперы,военные,film,2007.0
9985,7,79.85714285714286,559.0,Веселая Астрология,"мультсериалы, приключения, комедии",series,2019.0
7112,6,93.16666666666667,559.0,Нянечки,для взрослых,film,2019.0
2663,6,93.0,558.0,РобоКоп,"боевики, фантастика",film,2014.0
10737,6,92.83333333333333,557.0,Друзья на свою голову,комедии,film,2020.0
12453,7,79.57142857142857,557.0,Небеса подождут,"русские, криминал, драмы, фантастика, романтика",series,2020.0
5670,6,92.83333333333333,557.0,Шангри-Ла: На грани вымирания,"фантастика, зарубежные, триллеры",film,2018.0
6640,6,92.83333333333333,557.0,[4К] Идеальный камуфляж,документальное,film,2020.0
14058,6,92.66666666666667,556.0,Гудлэнд,"зарубежные, триллеры, детективы, криминал",film,2017.0
8707,8,69.5,556.0,Мимимишки,мультсериалы,series,2015.0
5769,6,92.5,555.0,"Остров Хива-Оа, земля вдохновения. Французская Полинезия",документальное,film,2020.0
6272,6,92.5,555.0,Ваниль. Французская Полинезия,документальное,film,2020.0
12831,6,92.33333333333333,554.0,Три плюс два,"советские, комедии",film,1963.0
15505,6,92.33333333333333,554.0,Мгновение любви,"драмы, мелодрамы",film,2011.0
7191,6,92.33333333333333,554.0,Маргарита,"драмы, музыкальные, комедии",film,2015.0
14387,6,92.16666666666667,553.0,[4k] Патриот,"драмы, зарубежные, исторические, военные, боевики",film,2000.0
6145,6,92.0,552.0,Спасатели,"мультфильм, фэнтези, приключения, комедии",film,1977.0
2632,6,92.0,552.0,Потрошители,"боевики, фантастика, триллеры",film,2010.0
7593,6,91.83333333333333,551.0,Средь бела дня,"боевики, зарубежные, триллеры",film,2011.0
5914,7,78.71428571428571,551.0,Концерт The Hatters 02.04.2020,"концерт, музыкальные",film,2020.0
1744,7,78.71428571428571,551.0,Котэ ТВ,"музыка, развлекательные, развитие, мультфильмы",series,2015.0
487,6,91.83333333333333,551.0,Служебный роман. Наше время,"мелодрамы, русские, комедии",film,2011.0
15118,6,91.83333333333333,551.0,Thomas & Friends: Рождественские паровозы,"зарубежные, семейное, короткометражные",film,2014.0
8668,6,91.83333333333333,551.0,Полуночный экспресс,"ужасы, триллеры, детективы",film,2008.0
10178,6,91.66666666666667,550.0,Которого не было,драмы,film,2010.0
7622,8,68.75,550.0,Ловушка для полтергейста,"триллеры, комедии",series,2005.0
10992,6,91.66666666666667,550.0,Ура! Каникулы!,"фильмы, русские, для детей, приключения, семейное, комедии",film,2016.0
2840,6,91.66666666666667,550.0,Конец операции «Резидент»,"боевики, советские, приключения",series,1986.0
9536,6,91.66666666666667,550.0,Смышлёный паровозик,"развитие, мультфильмы",series,2013.0
11250,6,91.66666666666667,550.0,Найти мужа Дарье Климовой,"мелодрамы, комедии",series,2016.0
8073,7,78.57142857142857,550.0,Бархатный сезон,"русские, мелодрамы",series,2019.0
12523,6,91.66666666666667,550.0,Очень опасная штучка,"криминал, зарубежные, триллеры, мелодрамы, боевики, комедии",film,2012.0
13983,6,91.66666666666667,550.0,Крепость,"драмы, русские, военные",series,2010.0
12295,8,68.75,550.0,Разговоры животных,документальное,series,2021.0
1708,6,91.66666666666667,550.0,Женский батальонъ,"драмы, русские, военные",series,2015.0
9614,6,91.66666666666667,550.0,Агнцы божьи,драмы,series,2019.0
4355,6,91.66666666666667,550.0,Возвращение высокого блондина,"зарубежные, комедии",film,1974.0
1395,6,91.66666666666667,550.0,Двое против смерти,драмы,series,2019.0
2242,6,91.66666666666667,550.0,Таинственный остров (2005),"фильмы, приключения, зарубежные, фантастика, боевики",series,2005.0
922,6,91.66666666666667,550.0,Соблазн,"драмы, зарубежные, комедии",film,2019.0
12926,6,91.5,549.0,Неуловимые,"русские, криминал, приключения, мелодрамы",film,2015.0
5312,6,91.5,549.0,За спичками,"русские, комедии",film,1979.0
2883,6,91.33333333333333,548.0,Иоанна — женщина на папском престоле,"драмы, мелодрамы",film,2010.0
14555,6,91.33333333333333,548.0,Нейтральная зона,"боевики, зарубежные, вестерн",film,2019.0
10723,6,91.33333333333333,548.0,Кинотеатр Кошмаров,ужасы,film,2018.0
14172,6,91.33333333333333,548.0,Красивый бандит,"драмы, детективы, комедии",film,2018.0
9052,6,91.16666666666667,547.0,[4К] Сокровища планеты. Гондурас. От коралловых садов к таинственному белому городу,документальное,film,2018.0
2765,6,91.16666666666667,547.0,Концерт Обе две,"концерт, музыкальные",film,2020.0
13625,6,91.16666666666667,547.0,История игрушек: Мальчики не включены,для взрослых,film,2011.0
5751,6,91.16666666666667,547.0,Война викингов,"боевики, зарубежные, исторические",film,2019.0
6856,6,91.0,546.0,Пабло Эскобар. Нарко-Атлетико,"зарубежные, документальное",film,2020.0
8945,6,91.0,546.0,Эпитафии,"драмы, комедии",film,2014.0
16285,6,91.0,546.0,Стартрек_13: Бесконечность,"боевики, фантастика, триллеры, приключения",film,2016.0
4830,6,91.0,546.0,"Тот же, но совсем другой",драмы,film,2009.0
3472,6,90.83333333333333,545.0,Не могу сказать прощай,"драмы, мелодрамы",film,1982.0
9956,6,90.83333333333333,545.0,Карантин 2: Терминал,"детективы, зарубежные, триллеры, фантастика, ужасы",film,2010.0
9469,7,77.85714285714286,545.0,Тоботы,"мультсериалы, приключения",series,2010.0
14690,6,90.83333333333333,545.0,Непридуманная жизнь,"драмы, биография, русские",series,2015.0
5111,6,90.66666666666667,544.0,Телохранитель для бабушки (жестовым языком),"драмы, зарубежные, криминал, комедии",film,2020.0
13065,6,90.5,543.0,Повесть о любви и тьме,"драмы, зарубежные, биография",film,2015.0
15718,6,90.5,543.0,Черный ястреб,"драмы, военные",film,2001.0
6555,6,90.33333333333333,542.0,Дженни любит сатану,комедии,film,2017.0
1918,7,77.28571428571429,541.0,Возвращение домой,для взрослых,film,2017.0
7799,6,90.16666666666667,541.0,Последний круиз,документальное,film,2021.0
3089,6,90.16666666666667,541.0,Мир принадлежит тебе,"криминал, комедии",film,2018.0
12241,7,77.14285714285714,540.0,Гений автодизайна,научно-популярные,series,2014.0
3084,7,77.0,539.0,Девочки с амбициями,драмы,series,2015.0
2984,6,89.83333333333333,539.0,Великий соблазнитель,"дорамы, драмы, зарубежные, мелодрамы",series,2018.0
3891,6,89.83333333333333,539.0,Тьма внизу,"зарубежные, триллеры, ужасы",film,2015.0
3391,7,77.0,539.0,Зловещие мертвецы 3: Армия тьмы,"приключения, зарубежные, боевики, ужасы, комедии",film,1992.0
8348,6,89.83333333333333,539.0,Триггер,"зарубежные, ужасы, триллеры, комедии",film,2019.0
5004,6,89.83333333333333,539.0,Злодеи,"драмы, ужасы, триллеры",film,2019.0
15412,6,89.66666666666667,538.0,Школа 2017,"дорамы, зарубежные, комедии, мелодрамы",series,2017.0
1644,6,89.66666666666667,538.0,Радионяня,комедии,film,2015.0
9526,6,89.66666666666667,538.0,Террористка Иванова,мелодрамы,series,2009.0
3883,6,89.5,537.0,Индюки: Назад в будущее 3D,"зарубежные, для детей, полнометражные",film,2013.0
1367,6,89.33333333333333,536.0,Огненная Кэссиди,"вестерн, приключения, драмы, зарубежные, боевики",film,2017.0
14764,6,89.33333333333333,536.0,На моем месте,комедии,film,2015.0
11832,6,89.16666666666667,535.0,День до,"драмы, фантастика, русские",film,2018.0
4651,6,89.16666666666667,535.0,Город головорезов,"боевики, драмы, триллеры, криминал",film,2020.0
120,6,89.16666666666667,535.0,Мистериум. Начало,"зарубежные, триллеры, криминал, детективы",film,2013.0
2037,6,89.0,534.0,Букет,комедии,film,2015.0
468,8,66.75,534.0,Азбука безопасности на дороге,мультсериалы,series,2009.0
15138,6,89.0,534.0,Любовные авантюры,"мелодрамы, приключения, комедии",series,2004.0
5165,6,89.0,534.0,Сквозь снег (с тифлокомментарием),"боевики, драмы, фантастика, зарубежные",film,2013.0
2122,7,76.14285714285714,533.0,Грандиозные машины Аляски,научно-популярные,series,2015.0
12519,6,88.83333333333333,533.0,Пять тысяч,"криминал, вестерн, драмы, зарубежные, триллеры, боевики",film,2016.0
11004,6,88.66666666666667,532.0,[4k] Рокетмен. Расширенная версия,"биография, музыкальные, драмы, зарубежные, мюзиклы",film,2019.0
12322,6,88.66666666666667,532.0,Слон,"драмы, приключения",film,2010.0
15501,6,88.66666666666667,532.0,Посвященный,"драмы, зарубежные, фантастика, мелодрамы",film,2014.0
10979,6,88.66666666666667,532.0,Коллективный разум,"драмы, триллеры, криминал",series,2019.0
2155,6,88.33333333333333,530.0,Робакоп 2077,"фантастика, зарубежные, комедии",film,2019.0
4935,6,88.33333333333333,530.0,Старый вояка,"драмы, военные",film,2018.0
8088,6,88.16666666666667,529.0,Скопа,драмы,film,2018.0
12793,7,75.57142857142857,529.0,Уроки хорошего поведения,мультсериалы,series,2006.0
58,6,88.16666666666667,529.0,Блюз о лучшей жизни,"драмы, музыкальные, мелодрамы",film,1990.0
11957,6,88.0,528.0,Самый громкий голос,"драмы, биография",series,2019.0
2307,6,87.83333333333333,527.0,Реальные истории с Марией Еленой Салинас,научно-популярные,series,2017.0
9804,6,87.83333333333333,527.0,Дом моих кошмаров,"зарубежные, ужасы",film,2017.0
6683,6,87.66666666666667,526.0,Одна,"зарубежные, триллеры",film,2020.0
11853,6,87.5,525.0,Вместо нее,"русские, мелодрамы",series,2014.0
9511,6,87.5,525.0,Забытый,"драмы, криминал",series,2011.0
10806,6,87.5,525.0,Ребекка Мартинссон,"драмы, зарубежные, криминал, детективы",series,2017.0
14069,6,87.16666666666667,523.0,Сквозь чёрное стекло,драмы,film,2018.0
15884,6,86.83333333333333,521.0,Сонный паралич,"зарубежные, триллеры, ужасы",film,2017.0
6213,6,86.83333333333333,521.0,Воображаемая реальность,"приключения, драмы, зарубежные, триллеры, фантастика, мистика",film,2019.0
11680,6,86.66666666666667,520.0,Охотники на ведьм,"боевики, ужасы, фэнтези",film,2013.0
15752,6,86.66666666666667,520.0,Лондон убивает,"драмы, зарубежные, криминал, детективы",series,2019.0
4228,6,86.5,519.0,Олег Тиньков – новая кровь,"русские, документальное",film,2021.0
7857,6,86.33333333333333,518.0,Богатырша,"русские мультфильмы, русские, для детей, полнометражные",film,2015.0
10524,6,86.16666666666667,517.0,Пина. Танцующие мечты,документальное,film,2010.0
762,6,86.0,516.0,7 часов на соблазнение,"зарубежные, комедии",film,2020.0
16173,6,86.0,516.0,[4К] Южная часть атолла Факарава. Французская Полинезия,документальное,film,2020.0
5203,6,85.83333333333333,515.0,Кокни против зомби,"зарубежные, триллеры, боевики, ужасы, комедии",film,2012.0
5682,6,85.83333333333333,515.0,Миссия невыполнима: Племя изгоев,"боевики, триллеры, приключения",film,2015.0
16425,6,85.66666666666667,514.0,Универсальный солдат 4: Судный день,"боевики, детективы, зарубежные, триллеры, фантастика, ужасы",film,2012.0
1584,6,85.66666666666667,514.0,Мэри и ведьмин цветок,"для детей, аниме, полнометражные, приключения, зарубежные, семейное, фэнтези",film,2017.0
6909,6,85.5,513.0,Отец невесты,"мелодрамы, комедии",film,1991.0
2519,7,73.28571428571429,513.0,Смерть шпионам!,"боевики, военные, детективы",series,2007.0
400,7,73.28571428571429,513.0,Праздник Клаудии (полная версия),для взрослых,film,2006.0
5932,6,85.33333333333333,512.0,Шрамы 3D,"зарубежные, триллеры, ужасы",film,2011.0
14917,6,85.16666666666667,511.0,"Гудбай, мой бай","зарубежные, комедии",film,2018.0
9366,7,72.85714285714286,510.0,Тайны дворцовых переворотов,"драмы, исторические, биография, русские",series,2003.0
4631,6,85.0,510.0,Бобры-зомби,"зарубежные, ужасы, комедии",film,2014.0
3374,6,84.83333333333333,509.0,Хардбол,"драмы, зарубежные, спорт",film,2001.0
13386,6,84.66666666666667,508.0,Проклятый камень,"зарубежные, триллеры, ужасы",film,2015.0
2391,6,84.66666666666667,508.0,Убийства в…,"драмы, зарубежные, криминал, детективы",series,2013.0
5976,6,84.5,507.0,Квадратные зверюшки,"мультсериалы, приключения",series,2018.0
13259,6,84.16666666666667,505.0,Необычная еда. Гастрономические путешествия,научно-популярные,series,2018.0
761,6,83.83333333333333,503.0,"Помнишь ли, Долли Белл","драмы, мелодрамы, комедии",film,1980.0
10560,6,83.66666666666667,502.0,Признание 2 (полная версия),для взрослых,film,2014.0
6109,7,71.57142857142857,501.0,Смерть шпионам. Крым,"боевики, военные, детективы",series,2008.0
11625,5,100.0,500.0,Дневник сумасшедшей,"зарубежные, комедии",film,2016.0
2283,5,100.0,500.0,Мой придурочный брат,"драмы, зарубежные, комедии",film,2011.0
11696,5,100.0,500.0,Волшебный мешочек,"для детей, про животных, русские мультфильмы, советские, семейное",film,1975.0
5686,5,100.0,500.0,"[4К] Удивительный ""трупный цветок"". Индонезия",документальное,film,2020.0
15306,5,100.0,500.0,Соблазн,"детективы, драмы, зарубежные, триллеры, мелодрамы",film,2001.0
4427,5,100.0,500.0,Вокзал для двоих,"русские, мелодрамы",series,1982.0
7088,5,100.0,500.0,Цена золота: Cкандал в американской гимнастике,"спорт, документальное",film,2019.0
12168,5,100.0,500.0,[4К] Лесной человек. Индонезия,документальное,film,2020.0
6448,5,100.0,500.0,Манты. Западное Папуа,документальное,film,2020.0
15931,8,62.5,500.0,Дело Декабристов,"драмы, исторические, документальное",series,2017.0
13152,5,100.0,500.0,Не верь никому,"боевики, зарубежные",film,2019.0
16203,5,100.0,500.0,Вирус,"драмы, зарубежные, триллеры, фантастика, ужасы",film,2016.0
2469,5,100.0,500.0,Газгольдер: Клубаре,"русские, криминал, комедии",film,2018.0
9401,5,100.0,500.0,Связь,"триллеры, мелодрамы",film,1996.0
10900,5,100.0,500.0,Райские птицы. Западное Папуа,документальное,film,2020.0
5017,5,100.0,500.0,Фантазеры,комедии,film,2018.0
8970,5,100.0,500.0,Змеи и лестницы,"русские, детективы",series,2020.0
10743,5,100.0,500.0,Стюарт Литтл,"семейное, фэнтези, приключения, комедии",film,1999.0
8648,5,100.0,500.0,"Извините, мы вас не застали",драмы,film,2019.0
8248,5,100.0,500.0,Золотая мина,"советские, детективы",series,1977.0
11601,5,100.0,500.0,Шаровая молния,"боевики, триллеры",film,1965.0
7110,5,100.0,500.0,Красная жара,"детективы, зарубежные, триллеры, боевики, комедии",film,1988.0
15835,5,100.0,500.0,Агент Лев,комедии,film,2020.0
10228,5,100.0,500.0,"Ато, ловец гарпуном. Французская Полинезия",документальное,film,2020.0
499,5,100.0,500.0,[4К] Образ жизни скотоводов,документальное,film,2020.0
8805,5,100.0,500.0,Отроки во Вселенной,"фильмы, приключения, советские, фантастика, семейное, комедии",film,1974.0
2170,5,100.0,500.0,[4К] Народ тавака. Гондурас,документальное,film,2020.0
215,6,83.33333333333333,500.0,Вечный зов,"драмы, русские",series,1973.0
2352,5,100.0,500.0,Любовницы,комедии,film,2019.0
11344,5,100.0,500.0,Горбатые киты. Французская Полинезия,документальное,film,2020.0
3668,5,100.0,500.0,Лёгкие Средиземного моря. Корсика,документальное,film,2020.0
9666,5,100.0,500.0,[4К] Носухи. Гондурас,документальное,film,2020.0
2066,5,100.0,500.0,[4К] Морские гиганты. Гондурас,документальное,film,2020.0
7665,5,100.0,500.0,Мольер,"биография, комедии",film,2007.0
8016,5,100.0,500.0,Старик Хоттабыч,"фильмы, для детей, советские, семейное, фэнтези",film,1956.0
11857,5,100.0,500.0,Стеклянный замок,драмы,film,2017.0
8187,5,100.0,500.0,Лазурный берег,"драмы, мелодрамы",film,2015.0
14797,5,100.0,500.0,Гонки на пирогах va'a. Французская Полинезия,документальное,film,2020.0
3731,5,100.0,500.0,Рокки 4,"драмы, спорт",film,1985.0
16049,5,100.0,500.0,Птица ура острова Риматара Французская Полинезия,документальное,film,2020.0
11873,5,100.0,500.0,Собака на сене,"мелодрамы, советские, музыкальные, комедии",series,1977.0
8496,5,100.0,500.0,Морской патруль 2,"боевики, русские, приключения",series,2009.0
11405,5,100.0,500.0,"Леопард, великолепная способность к адаптации. Южная Африка",документальное,film,2020.0
2166,5,100.0,500.0,Воробьишка-хвастунишка,"развлекательные, мультфильмы",film,1981.0
9688,5,100.0,500.0,Тарзан и охотница,"боевики, приключения, мелодрамы",film,1947.0
8128,6,83.33333333333333,500.0,Любовь матери,драмы,series,2020.0
1566,5,100.0,500.0,G.I. Joe: Бросок кобры 2,"боевики, фантастика, триллеры, приключения",film,2013.0
5202,5,100.0,500.0,Красавица и чудовище,"зарубежные, семейное, фэнтези, мелодрамы",film,2014.0
7097,5,100.0,500.0,Миссия невыполнима: Протокол Фантом,"боевики, триллеры, приключения",film,2011.0
13188,5,100.0,500.0,[4K] Статус Брэда,"драмы, зарубежные, комедии",film,2017.0
7141,5,100.0,500.0,[4К] Райские птицы. Западное Папуа,документальное,film,2020.0
7129,5,100.0,500.0,Помешанный на времени,"мелодрамы, зарубежные, фантастика, комедии",film,2018.0
3279,5,100.0,500.0,Вам и не снилось...,"драмы, советские, мелодрамы",film,1980.0
15736,5,100.0,500.0,Королева пустыни,"драмы, зарубежные, биография, исторические",film,2015.0
11038,6,83.33333333333333,500.0,Близкие люди,драмы,series,2019.0
11093,5,100.0,500.0,Загадка Фибоначчи,"русские, детективы",series,2020.0
1373,5,100.0,500.0,"Красный ара, Копан. Гондурас",документальное,film,2020.0
3929,5,100.0,500.0,Насмотревшись детективов,"мелодрамы, детективы, комедии",film,2007.0
9242,5,100.0,500.0,Недетские игры,"ужасы, триллеры",film,2012.0
9260,5,100.0,500.0,Пироги - символ асматов. Западное Папуа,документальное,film,2020.0
13834,5,100.0,500.0,И никого не стало,"драмы, зарубежные, триллеры, детективы",series,2015.0
1450,5,100.0,500.0,Тот еще...!,"русские, приключения, комедии",film,2012.0
11989,5,100.0,500.0,Корсиканские озёра. Корсика,документальное,film,2020.0
9567,5,100.0,500.0,Забытая роща,"зарубежные, ужасы",film,2014.0
15361,5,100.0,500.0,Народность дани. Западное Папуа,документальное,film,2020.0
2683,5,100.0,500.0,Чумовой Новый Год!,"русские, музыкальные, комедии",film,2020.0
16350,5,100.0,500.0,"[4К] Макатеа, промышленная зона. Французская Полинезия",документальное,film,2020.0
11025,5,100.0,500.0,Капитан Саблезуб и Волшебный бриллиант,"для детей, полнометражные, приключения, зарубежные, семейное, западные мультфильмы",film,2019.0
7566,5,100.0,500.0,У матросов нет вопросов,"мюзиклы, комедии",film,1980.0
4645,5,100.0,500.0,Бернард и Дорис,"драмы, биография, фильмы hbo, комедии",film,2006.0
5858,5,100.0,500.0,Дань уважения канакской культуре,документальное,film,2020.0
5756,5,100.0,500.0,Война и мир,"драмы, исторические, мелодрамы",series,2016.0
2607,5,100.0,500.0,P-51: Истребитель драконов,"боевики, зарубежные, военные, фантастика, фэнтези",film,2014.0
6895,6,83.33333333333333,500.0,Лунная база 8,"фантастика, комедии",series,2020.0
3785,5,100.0,500.0,Искусство татуажа. Французская Полинезия,документальное,film,2020.0
633,5,100.0,500.0,Мистериум: Охотники на фазанов,"криминал, детективы, экранизации, зарубежные, триллеры",film,2014.0
16476,5,100.0,500.0,Дети горы,"драмы, зарубежные",film,2016.0
6901,5,100.0,500.0,Десять негритят,"советские, триллеры, детективы, экранизации",series,1987.0
9510,5,99.8,499.0,Вызывая бурю,"приключения, зарубежные, фантастика, триллеры, боевики",film,2011.0
14293,5,99.8,499.0,Здесь и сегодня,комедии,film,2021.0
14975,5,99.8,499.0,Музей Фаберже,"русские, для детей, короткометражные, документальное, семейное",film,2014.0
3346,5,99.8,499.0,Змеи. Тайны самых смертоносных созданий на земле,"зарубежные, познавательные, живая природа, документальное",film,2014.0
15166,5,99.8,499.0,Отель «Мэриголд». Заселение продолжается,"драмы, комедии",film,2015.0
10739,5,99.8,499.0,Вавилон,драмы,film,2006.0
13674,5,99.8,499.0,Ever After High: Дорога в Страну Чудес,"зарубежные, фэнтези",film,2015.0
13969,5,99.8,499.0,Приличные люди,"русские, комедии",film,2015.0
10149,5,99.6,498.0,Пунта Саль и обезьяны. Гондурас,документальное,film,2020.0
12478,5,99.6,498.0,Мара. Пожиратель снов,"ужасы, зарубежные, триллеры, криминал",film,2018.0
2636,5,99.6,498.0,Курортный роман,"русские, детективы, мелодрамы",film,2007.0
15092,5,99.6,498.0,[4К] Какао. Гондурас,документальное,film,2020.0
685,5,99.6,498.0,Игры джентльменов,"триллеры, комедии",film,2004.0
6824,5,99.6,498.0,"Здравствуйте, я ваша тетя!","советские, комедии",film,1975.0
16181,5,99.6,498.0,Рокетмен (расширенная версия),драмы,film,2019.0
7290,5,99.6,498.0,Жизнь и удивительные приключения Робинзона Крузо,"фильмы, для детей, приключения, советские, семейное",film,1973.0
9562,5,99.6,498.0,Четыре свадьбы и одни похороны,"драмы, мелодрамы, комедии",film,1994.0
825,5,99.4,497.0,Синистер,"зарубежные, триллеры, детективы, ужасы",film,2012.0
15626,5,99.4,497.0,Долгопят-привидение – грозный хищник,документальное,film,2020.0
8242,6,82.83333333333333,497.0,Король-рыбак,"драмы, фэнтези, комедии",film,1991.0
9795,5,99.4,497.0,Фирма,"драмы, триллеры, детективы",film,1993.0
10284,6,82.83333333333333,497.0,Лёгкая улыбка покоряет мир,мелодрамы,series,2016.0
12454,5,99.4,497.0,Зверь,"драмы, зарубежные, триллеры",film,2017.0
8870,5,99.4,497.0,Ночная жизнь,"мелодрамы, зарубежные, комедии",film,2020.0
7130,5,99.4,497.0,Роми и Мишель на встрече выпускников,комедии,film,1997.0
13349,5,99.4,497.0,Робо-Пес,"фильмы, для детей, про животных, зарубежные, фантастика, семейное",film,2015.0
6573,5,99.4,497.0,Дублёр,"русские, комедии",film,2012.0
5194,5,99.2,496.0,Цимбелин,драмы,film,2014.0
12987,5,99.2,496.0,Кавказская рулетка,"драмы, русские, криминал, военные",film,2002.0
14807,5,99.2,496.0,Харви Милк,"драмы, биография",film,2008.0
1160,5,99.2,496.0,Вторая жизнь,"драмы, зарубежные, вестерн",film,2017.0
11758,5,99.2,496.0,Принц,"криминал, драмы, зарубежные, триллеры, боевики",film,2014.0
12163,5,99.2,496.0,Вирус,"боевики, фантастика, триллеры",film,2013.0
10781,6,82.66666666666667,496.0,Дарфур: Хроники объявленной смерти,"драмы, зарубежные, военные",film,2009.0
10308,5,99.2,496.0,Стриптизёрши (жестовым языком),"драмы, зарубежные, криминал, комедии",film,2019.0
701,5,99.0,495.0,Лара Крофт: Расхитительница гробниц 2 – Колыбель жизни,"боевики, фэнтези, триллеры, приключения",film,2003.0
16366,5,99.0,495.0,Гнездо,драмы,film,2019.0
14770,5,99.0,495.0,Как украсть небоскрёб,"боевики, криминал, комедии",film,2011.0
9011,5,99.0,495.0,Как старик корову продавал,"развлекательные, мультфильмы",film,1980.0
11409,5,99.0,495.0,Хранилище,"криминал, детективы, зарубежные, триллеры, ужасы",film,2017.0
10352,8,61.875,495.0,Братья по обмену,комедии,series,2013.0
7936,5,99.0,495.0,Охота на воров,"криминал, детективы, драмы, зарубежные, триллеры, боевики",film,2018.0
1355,5,99.0,495.0,Корпорация Ad Libitum,"триллеры, приключения",film,2020.0
1271,5,99.0,495.0,Комедия строгого режима,"русские, комедии",film,1992.0
11247,5,99.0,495.0,Внутри моей памяти,"фантастика, зарубежные, триллеры, детективы",film,2003.0
11391,5,99.0,495.0,Снегоуборщик,"криминал, драмы, зарубежные, боевики, комедии",film,2019.0
10000,5,99.0,495.0,Мост в Терабитию,"драмы, семейное, приключения",film,2006.0
8417,5,98.8,494.0,Когда Гарри встретил Салли,"мелодрамы, зарубежные, драмы, комедии",film,1989.0
11839,5,98.8,494.0,Солнцепёк,боевики,film,2021.0
12665,6,82.33333333333333,494.0,Мушкетеры. Неизвестная миссия,"зарубежные, приключения, комедии",film,2018.0
14629,5,98.8,494.0,Я подарю тебе любовь,"русские, мелодрамы",film,2014.0
13714,5,98.8,494.0,Паранормальное явление 3,"ужасы, триллеры",film,2011.0
13532,5,98.6,493.0,Парни из женской общаги,комедии,film,2002.0
9941,5,98.6,493.0,Кусама: Бесконечные миры,документальное,film,2018.0
210,5,98.6,493.0,Корсиканский маквис во флаконе,документальное,film,2020.0
9129,5,98.6,493.0,Плюс один,комедии,film,2013.0
4047,6,82.16666666666667,493.0,"Безумен, но не болен",документальное,film,2020.0
2340,6,82.16666666666667,493.0,Постал,"боевики, зарубежные, триллеры, комедии",film,2007.0
1997,5,98.6,493.0,Середина 90-х,"драмы, зарубежные",film,2018.0
15727,5,98.4,492.0,Я здесь,"зарубежные, триллеры, детективы",film,2019.0
16263,5,98.4,492.0,Мой любимый раздолбай,"русские, комедии, мелодрамы",film,2010.0
8488,5,98.4,492.0,Неприкасаемые,"драмы, триллеры",film,1987.0
9578,5,98.4,492.0,Любовь на острове,"мелодрамы, зарубежные, приключения, комедии",film,2005.0
6869,6,81.83333333333333,491.0,"Гавана, я люблю тебя",драмы,film,2012.0
6860,7,70.14285714285714,491.0,Анатомия убийства,детективы,series,2019.0
14016,5,98.2,491.0,Призрак,"зарубежные, триллеры, ужасы",film,2009.0
